id,version,location,area,method,species,pokemon,level,chance,conditions,note
116366,black-2,floccesy-ranch,inner,super-rod-spots,poliwhirl,poliwhirl,40-70,55,,
116371,black-2,floccesy-ranch,inner,super-rod-spots,basculin,basculin-blue-striped,40-60,40,,
116376,black-2,floccesy-ranch,inner,super-rod-spots,politoed,politoed,50-70,5,,
116381,black-2,floccesy-ranch,inner,surf,basculin,basculin-red-striped,5-15,70,,
116386,black-2,floccesy-ranch,inner,surf,azurill,azurill,5-15,30,,
116391,black-2,floccesy-ranch,inner,surf-spots,basculin,basculin-blue-striped,5-15,65,,
116396,black-2,floccesy-ranch,inner,surf-spots,marill,marill,5-15,30,,
116401,black-2,floccesy-ranch,inner,surf-spots,azumarill,azumarill,5-15,5,,
116406,black-2,floccesy-ranch,outer,super-rod,poliwag,poliwag,40-70,60,,
116411,black-2,floccesy-ranch,outer,super-rod,basculin,basculin-red-striped,40-60,40,,
116416,black-2,floccesy-ranch,outer,super-rod-spots,poliwhirl,poliwhirl,40-70,55,,
116421,black-2,floccesy-ranch,outer,super-rod-spots,basculin,basculin-blue-striped,40-60,40,,
116426,black-2,floccesy-ranch,outer,super-rod-spots,politoed,politoed,50-70,5,,
116431,black-2,floccesy-ranch,outer,surf,basculin,basculin-red-striped,5-15,70,,
116436,black-2,floccesy-ranch,outer,surf,azurill,azurill,5-15,30,,
116441,black-2,floccesy-ranch,outer,surf-spots,basculin,basculin-blue-striped,5-15,65,,
116446,black-2,floccesy-ranch,outer,surf-spots,marill,marill,5-15,30,,
116451,black-2,floccesy-ranch,outer,surf-spots,azumarill,azumarill,5-15,5,,
116456,black-2,floccesy-town,whole-area,gift,gible,gible,1,,,
116461,black-2,giant-chasm,forest,walk,piloswine,piloswine,44-46,30,,
116466,black-2,giant-chasm,forest,walk,clefairy,clefairy,45,20,,
116471,black-2,giant-chasm,forest,walk,ditto,ditto,45-47,15,,
116476,black-2,giant-chasm,forest,walk,lunatone,lunatone,46,10,,
116481,black-2,giant-chasm,forest,walk,solrock,solrock,46,10,,
116486,black-2,giant-chasm,forest,walk,delibird,delibird,44,5,,
116491,black-2,giant-chasm,forest,walk,metang,metang,45-47,5,,
116496,black-2,giant-chasm,forest,grass-spots,audino,audino,44-47,65,,
116501,black-2,giant-chasm,forest,grass-spots,clefable,clefable,47,5,,
116506,black-2,giant-chasm,forest,grass-spots,mamoswine,mamoswine,47,5,,
116511,black-2,giant-chasm,forest,grass-spots,metagross,metagross,47,5,,
116516,black-2,giant-chasm,forest,dark-grass,piloswine,piloswine,49-51,30,,
116521,black-2,giant-chasm,forest,dark-grass,clefairy,clefairy,50,20,,
116526,black-2,giant-chasm,forest,dark-grass,ditto,ditto,50-52,15,,
116531,black-2,giant-chasm,forest,dark-grass,lunatone,lunatone,51,10,,
116536,black-2,giant-chasm,forest,dark-grass,solrock,solrock,51,10,,
116541,black-2,giant-chasm,forest,dark-grass,delibird,delibird,49,5,,
116546,black-2,giant-chasm,forest,dark-grass,metang,metang,50-52,5,,
116551,black-2,giant-chasm,forest-cave,walk,piloswine,piloswine,44-46,30,,
116556,black-2,giant-chasm,forest-cave,walk,clefairy,clefairy,45,20,,
116561,black-2,giant-chasm,forest-cave,walk,ditto,ditto,45-47,15,,
116566,black-2,giant-chasm,forest-cave,walk,lunatone,lunatone,46,10,,
116571,black-2,giant-chasm,forest-cave,walk,solrock,solrock,46,10,,
116576,black-2,giant-chasm,forest-cave,walk,delibird,delibird,44,5,,
116581,black-2,giant-chasm,forest-cave,walk,metang,metang,45-47,5,,
116586,black-2,giant-chasm,forest-cave,grass-spots,audino,audino,44-47,65,,
116591,black-2,giant-chasm,forest-cave,grass-spots,clefable,clefable,47,5,,
116596,black-2,giant-chasm,forest-cave,grass-spots,mamoswine,mamoswine,47,5,,
116601,black-2,giant-chasm,forest-cave,grass-spots,metagross,metagross,47,5,,
116606,black-2,giant-chasm,forest-cave,dark-grass,piloswine,piloswine,49-51,30,,
116611,black-2,giant-chasm,forest-cave,dark-grass,clefairy,clefairy,50,20,,
116616,black-2,giant-chasm,forest-cave,dark-grass,ditto,ditto,50-52,15,,
116621,black-2,giant-chasm,forest-cave,dark-grass,lunatone,lunatone,51,10,,
116626,black-2,giant-chasm,forest-cave,dark-grass,solrock,solrock,51,10,,
116631,black-2,giant-chasm,forest-cave,dark-grass,delibird,delibird,49,5,,
116636,black-2,giant-chasm,forest-cave,dark-grass,metang,metang,50-52,5,,
116641,black-2,giant-chasm,outside,walk,tangela,tangela,44-45,30,,
116646,black-2,giant-chasm,outside,walk,pelipper,pelipper,45,20,,
116651,black-2,giant-chasm,outside,walk,clefairy,clefairy,45-47,15,,
116656,black-2,giant-chasm,outside,walk,lunatone,lunatone,45,10,,
116661,black-2,giant-chasm,outside,walk,solrock,solrock,46,10,,
116666,black-2,giant-chasm,outside,walk,delibird,delibird,44,5,,
116671,black-2,giant-chasm,outside,walk,vanillish,vanillish,45-47,5,,
116676,black-2,giant-chasm,outside,grass-spots,audino,audino,44-47,65,,
116681,black-2,giant-chasm,outside,grass-spots,clefable,clefable,47,5,,
116686,black-2,giant-chasm,outside,grass-spots,tangrowth,tangrowth,47,5,,
116691,black-2,giant-chasm,outside,grass-spots,vanilluxe,vanilluxe,47,5,,
116696,black-2,giant-chasm,outside,dark-grass,tangela,tangela,49-50,30,,
116701,black-2,giant-chasm,outside,dark-grass,pelipper,pelipper,50,20,,
116706,black-2,giant-chasm,outside,dark-grass,clefairy,clefairy,50-52,15,,
116711,black-2,giant-chasm,outside,dark-grass,lunatone,lunatone,50,10,,
116716,black-2,giant-chasm,outside,dark-grass,solrock,solrock,51,10,,
116721,black-2,giant-chasm,outside,dark-grass,delibird,delibird,49,5,,
116726,black-2,giant-chasm,outside,dark-grass,vanillish,vanillish,50-52,5,,
116731,black-2,giant-chasm,whole-area,walk,piloswine,piloswine,44-46,25,,
116736,black-2,giant-chasm,whole-area,walk,sneasel,sneasel,44,20,,
116741,black-2,giant-chasm,whole-area,walk,clefairy,clefairy,44-46,15,,
116746,black-2,giant-chasm,whole-area,walk,vanillish,vanillish,45-47,15,,
116751,black-2,giant-chasm,whole-area,walk,lunatone,lunatone,46,10,,
116756,black-2,giant-chasm,whole-area,walk,solrock,solrock,46,10,,
116761,black-2,giant-chasm,whole-area,walk,delibird,delibird,47,5,,
116766,black-2,giant-chasm,whole-area,cave-spots,excadrill,excadrill,44-47,60,,
116771,black-2,giant-chasm,whole-area,super-rod,poliwag,poliwag,40-70,60,,
116776,black-2,giant-chasm,whole-area,super-rod,basculin,basculin-red-striped,40-60,40,,
116781,black-2,giant-chasm,whole-area,super-rod-spots,poliwhirl,poliwhirl,40-70,55,,
116786,black-2,giant-chasm,whole-area,super-rod-spots,basculin,basculin-blue-striped,40-60,40,,
116791,black-2,giant-chasm,whole-area,super-rod-spots,poliwrath,poliwrath,50-70,5,,
116796,black-2,giant-chasm,whole-area,surf,basculin,basculin-red-striped,35-50,70,,
116801,black-2,giant-chasm,whole-area,surf,seel,seel,35-50,30,,
116806,black-2,giant-chasm,whole-area,surf-spots,seel,seel,35-50,60,,
116811,black-2,giant-chasm,whole-area,surf-spots,basculin,basculin-blue-striped,35-50,30,,
116816,black-2,giant-chasm,whole-area,surf-spots,dewgong,dewgong,40-50,10,,
116821,black-2,humilau-city,whole-area,super-rod,luvdisc,luvdisc,40-70,60,,
116826,black-2,humilau-city,whole-area,super-rod,shellder,shellder,40-60,40,,
116831,black-2,humilau-city,whole-area,super-rod-spots,shellder,shellder,40-70,55,,
116836,black-2,humilau-city,whole-area,super-rod-spots,luvdisc,luvdisc,40-60,40,,
116841,black-2,humilau-city,whole-area,super-rod-spots,cloyster,cloyster,50-70,5,,
116846,black-2,humilau-city,whole-area,surf,frillish,frillish,30-45,65,,
116851,black-2,humilau-city,whole-area,surf,staryu,staryu,30-45,30,,
116856,black-2,humilau-city,whole-area,surf,basculin,basculin-red-striped,35-45,5,,
116861,black-2,humilau-city,whole-area,surf-spots,jellicent,jellicent,35-45,60,,
116866,black-2,humilau-city,whole-area,surf-spots,corsola,corsola,35-45,30,,
116871,black-2,humilau-city,whole-area,surf-spots,starmie,starmie,35-45,5,,
116876,black-2,humilau-city,whole-area,surf-spots,basculin,basculin-blue-striped,35-45,5,,
116881,black-2,icirrus-city,whole-area,walk,palpitoad,palpitoad,54-57,35,season/season-summer,
116886,black-2,icirrus-city,whole-area,walk,palpitoad,palpitoad,54-57,35,season/season-spring,
116891,black-2,icirrus-city,whole-area,walk,palpitoad,palpitoad,54-57,35,season/season-autumn,
116896,black-2,icirrus-city,whole-area,walk,shelmet,shelmet,54,20,season/season-autumn,
116901,black-2,icirrus-city,whole-area,walk,shelmet,shelmet,54,20,season/season-spring,
116906,black-2,icirrus-city,whole-area,walk,shelmet,shelmet,54,20,season/season-summer,
116911,black-2,icirrus-city,whole-area,walk,croagunk,croagunk,55-56,15,season/season-summer,
116916,black-2,icirrus-city,whole-area,walk,croagunk,croagunk,55-56,15,season/season-autumn,
116921,black-2,icirrus-city,whole-area,walk,croagunk,croagunk,55-56,15,season/season-spring,
116926,black-2,icirrus-city,whole-area,walk,stunfisk,stunfisk,55-56,10,season/season-spring,
116931,black-2,icirrus-city,whole-area,walk,stunfisk,stunfisk,55-56,10,season/season-autumn,
116936,black-2,icirrus-city,whole-area,walk,stunfisk,stunfisk,55-56,10,season/season-summer,
116941,black-2,icirrus-city,whole-area,walk,karrablast,karrablast,57,5,season/season-summer,
116946,black-2,icirrus-city,whole-area,walk,karrablast,karrablast,57,5,season/season-autumn,
116951,black-2,icirrus-city,whole-area,walk,karrablast,karrablast,57,5,season/season-spring,
116956,black-2,icirrus-city,whole-area,super-rod,barboach,barboach,45-60,40,,
116961,black-2,icirrus-city,whole-area,super-rod,stunfisk,stunfisk,45-60,40,,
116966,black-2,icirrus-city,whole-area,super-rod,barboach,barboach,60,20,season/season-spring,
116971,black-2,icirrus-city,whole-area,super-rod,barboach,barboach,50-60,20,season/season-winter,
116976,black-2,icirrus-city,whole-area,super-rod,barboach,barboach,60,20,season/season-autumn,
116981,black-2,icirrus-city,whole-area,super-rod,barboach,barboach,60,20,season/season-summer,
116986,black-2,icirrus-city,whole-area,super-rod-spots,barboach,barboach,45-60,40,,
116991,black-2,icirrus-city,whole-area,super-rod-spots,stunfisk,stunfisk,45-60,40,,
116996,black-2,icirrus-city,whole-area,super-rod-spots,whiscash,whiscash,60,20,season/season-spring,
117001,black-2,icirrus-city,whole-area,super-rod-spots,whiscash,whiscash,60,20,season/season-autumn,
117006,black-2,icirrus-city,whole-area,super-rod-spots,whiscash,whiscash,50-60,20,season/season-winter,
117011,black-2,icirrus-city,whole-area,super-rod-spots,whiscash,whiscash,60,20,season/season-summer,
117016,black-2,icirrus-city,whole-area,surf,stunfisk,stunfisk,45-60,90,,
117021,black-2,icirrus-city,whole-area,surf,stunfisk,stunfisk,60,10,season/season-autumn,
117026,black-2,icirrus-city,whole-area,surf,stunfisk,stunfisk,50-60,10,season/season-winter,
117031,black-2,icirrus-city,whole-area,surf,stunfisk,stunfisk,60,10,season/season-spring,
117036,black-2,icirrus-city,whole-area,surf,stunfisk,stunfisk,60,10,season/season-summer,
117041,black-2,icirrus-city,whole-area,surf-spots,stunfisk,stunfisk,45-60,90,,
117046,black-2,icirrus-city,whole-area,surf-spots,seismitoad,seismitoad,50-60,5,season/season-winter,
117051,black-2,icirrus-city,whole-area,surf-spots,seismitoad,seismitoad,60,5,season/season-summer,
117056,black-2,icirrus-city,whole-area,surf-spots,seismitoad,seismitoad,60,5,season/season-autumn,
117061,black-2,icirrus-city,whole-area,surf-spots,seismitoad,seismitoad,60,5,season/season-spring,
117066,black-2,icirrus-city,whole-area,surf-spots,stunfisk,stunfisk,60,5,season/season-spring,
117071,black-2,icirrus-city,whole-area,surf-spots,stunfisk,stunfisk,60,5,season/season-autumn,
117076,black-2,icirrus-city,whole-area,surf-spots,stunfisk,stunfisk,50-60,5,season/season-winter,
117081,black-2,icirrus-city,whole-area,surf-spots,stunfisk,stunfisk,60,5,season/season-summer,
117086,black-2,lostlorn-forest,whole-area,walk,swadloon,swadloon,21-24,25,,
117091,black-2,lostlorn-forest,whole-area,walk,cottonee,cottonee,21-24,25,,
117096,black-2,lostlorn-forest,whole-area,walk,venipede,venipede,21,20,,
117101,black-2,lostlorn-forest,whole-area,walk,roselia,roselia,23-24,15,,
117106,black-2,lostlorn-forest,whole-area,walk,combee,combee,22,10,,
117111,black-2,lostlorn-forest,whole-area,walk,heracross,heracross,24,5,,
117116,black-2,lostlorn-forest,whole-area,grass-spots,audino,audino,21-23,20,,
117121,black-2,lostlorn-forest,whole-area,grass-spots,pansage,pansage,22,10,,
117126,black-2,lostlorn-forest,whole-area,grass-spots,pansear,pansear,22,10,,
117131,black-2,lostlorn-forest,whole-area,grass-spots,panpour,panpour,22,10,,
117136,black-2,lostlorn-forest,whole-area,grass-spots,emolga,emolga,22,10,,
117141,black-2,lostlorn-forest,whole-area,grass-spots,roserade,roserade,24,5,,
117146,black-2,lostlorn-forest,whole-area,grass-spots,vespiquen,vespiquen,24,5,,
117151,black-2,lostlorn-forest,whole-area,grass-spots,leavanny,leavanny,24,5,,
117156,black-2,lostlorn-forest,whole-area,grass-spots,whimsicott,whimsicott,24,5,,
117161,black-2,lostlorn-forest,whole-area,dark-grass,swadloon,swadloon,23-26,25,,
117166,black-2,lostlorn-forest,whole-area,dark-grass,cottonee,cottonee,23-26,25,,
117171,black-2,lostlorn-forest,whole-area,dark-grass,whirlipede,whirlipede,23,20,,
117176,black-2,lostlorn-forest,whole-area,dark-grass,roselia,roselia,25-26,15,,
117181,black-2,lostlorn-forest,whole-area,dark-grass,combee,combee,24,10,,
117186,black-2,lostlorn-forest,whole-area,dark-grass,heracross,heracross,26,5,,
117191,black-2,lostlorn-forest,whole-area,super-rod,poliwag,poliwag,40-70,60,,
117196,black-2,lostlorn-forest,whole-area,super-rod,basculin,basculin-red-striped,40-60,40,,
117201,black-2,lostlorn-forest,whole-area,super-rod-spots,poliwhirl,poliwhirl,40-70,55,,
117206,black-2,lostlorn-forest,whole-area,super-rod-spots,basculin,basculin-blue-striped,40-60,40,,
117211,black-2,lostlorn-forest,whole-area,super-rod-spots,politoed,politoed,50-70,5,,
117216,black-2,lostlorn-forest,whole-area,surf,basculin,basculin-red-striped,10-25,70,,
117221,black-2,lostlorn-forest,whole-area,surf,buizel,buizel,10-25,30,,
117226,black-2,lostlorn-forest,whole-area,surf-spots,buizel,buizel,10-30,60,,
117231,black-2,lostlorn-forest,whole-area,surf-spots,basculin,basculin-blue-striped,10-30,30,,
117236,black-2,lostlorn-forest,whole-area,surf-spots,floatzel,floatzel,10-30,10,,
117241,black-2,marvelous-bridge,whole-area,bridge-spots,swanna,swanna,54-57,60,,
117246,black-2,marvelous-bridge,whole-area,gift,magikarp,magikarp,5,,,
117251,black-2,mistralton-cave,1f,walk,boldore,boldore,27-28,30,,
117256,black-2,mistralton-cave,1f,walk,woobat,woobat,27-28,30,,
117261,black-2,mistralton-cave,1f,walk,aron,aron,29-30,10,,
117266,black-2,mistralton-cave,1f,walk,axew,axew,29-30,10,,
117271,black-2,mistralton-cave,1f,cave-spots,drilbur,drilbur,27-30,60,,
117276,black-2,mistralton-cave,2f,walk,boldore,boldore,27-28,30,,
117281,black-2,mistralton-cave,2f,walk,woobat,woobat,27-28,30,,
117286,black-2,mistralton-cave,2f,walk,aron,aron,29-30,10,,
117291,black-2,mistralton-cave,2f,walk,axew,axew,29-30,10,,
117296,black-2,mistralton-cave,2f,cave-spots,drilbur,drilbur,27-30,60,,
117301,black-2,mistralton-cave,3f-guidance-chamber,walk,boldore,boldore,27-28,30,,
117306,black-2,mistralton-cave,3f-guidance-chamber,walk,woobat,woobat,27-28,30,,
117311,black-2,mistralton-cave,3f-guidance-chamber,walk,aron,aron,29-30,10,,
117316,black-2,mistralton-cave,3f-guidance-chamber,walk,axew,axew,29-30,10,,
117321,black-2,mistralton-cave,3f-guidance-chamber,cave-spots,drilbur,drilbur,27-30,60,,
117326,black-2,moor-of-icirrus,whole-area,walk,palpitoad,palpitoad,54-57,35,season/season-autumn,
117331,black-2,moor-of-icirrus,whole-area,walk,palpitoad,palpitoad,54-57,35,season/season-summer,
117336,black-2,moor-of-icirrus,whole-area,walk,palpitoad,palpitoad,54-57,35,season/season-spring,
117341,black-2,moor-of-icirrus,whole-area,walk,shelmet,shelmet,54,20,season/season-summer,
117346,black-2,moor-of-icirrus,whole-area,walk,shelmet,shelmet,54,20,season/season-autumn,
117351,black-2,moor-of-icirrus,whole-area,walk,shelmet,shelmet,54,20,season/season-spring,
117356,black-2,moor-of-icirrus,whole-area,walk,croagunk,croagunk,55-56,15,season/season-spring,
117361,black-2,moor-of-icirrus,whole-area,walk,croagunk,croagunk,55-56,15,season/season-autumn,
117366,black-2,moor-of-icirrus,whole-area,walk,croagunk,croagunk,55-56,15,season/season-summer,
117371,black-2,moor-of-icirrus,whole-area,walk,stunfisk,stunfisk,55-56,10,season/season-autumn,
117376,black-2,moor-of-icirrus,whole-area,walk,stunfisk,stunfisk,55-56,10,season/season-spring,
117381,black-2,moor-of-icirrus,whole-area,walk,stunfisk,stunfisk,55-56,10,season/season-summer,
117386,black-2,moor-of-icirrus,whole-area,walk,karrablast,karrablast,57,5,season/season-spring,
117391,black-2,moor-of-icirrus,whole-area,walk,karrablast,karrablast,57,5,season/season-autumn,
117396,black-2,moor-of-icirrus,whole-area,walk,karrablast,karrablast,57,5,season/season-summer,
117401,black-2,moor-of-icirrus,whole-area,super-rod,barboach,barboach,45-60,40,,
117406,black-2,moor-of-icirrus,whole-area,super-rod,stunfisk,stunfisk,45-60,40,,
117411,black-2,moor-of-icirrus,whole-area,super-rod,barboach,barboach,50-60,20,season/season-winter,
117416,black-2,moor-of-icirrus,whole-area,super-rod,barboach,barboach,60,20,season/season-spring,
117421,black-2,moor-of-icirrus,whole-area,super-rod,barboach,barboach,60,20,season/season-summer,
117426,black-2,moor-of-icirrus,whole-area,super-rod,barboach,barboach,60,20,season/season-autumn,
117431,black-2,moor-of-icirrus,whole-area,super-rod-spots,barboach,barboach,45-60,40,,
117436,black-2,moor-of-icirrus,whole-area,super-rod-spots,stunfisk,stunfisk,45-60,40,,
117441,black-2,moor-of-icirrus,whole-area,super-rod-spots,whiscash,whiscash,50-60,20,season/season-winter,
117446,black-2,moor-of-icirrus,whole-area,super-rod-spots,whiscash,whiscash,60,20,season/season-summer,
117451,black-2,moor-of-icirrus,whole-area,super-rod-spots,whiscash,whiscash,60,20,season/season-spring,
117456,black-2,moor-of-icirrus,whole-area,super-rod-spots,whiscash,whiscash,60,20,season/season-autumn,
117461,black-2,moor-of-icirrus,whole-area,surf,stunfisk,stunfisk,45-60,90,,
117466,black-2,moor-of-icirrus,whole-area,surf,stunfisk,stunfisk,60,10,season/season-summer,
117471,black-2,moor-of-icirrus,whole-area,surf,stunfisk,stunfisk,50-60,10,season/season-winter,
117476,black-2,moor-of-icirrus,whole-area,surf,stunfisk,stunfisk,60,10,season/season-autumn,
117481,black-2,moor-of-icirrus,whole-area,surf,stunfisk,stunfisk,60,10,season/season-spring,
117486,black-2,moor-of-icirrus,whole-area,surf-spots,stunfisk,stunfisk,45-60,90,,
117491,black-2,moor-of-icirrus,whole-area,surf-spots,seismitoad,seismitoad,50-60,5,season/season-winter,
117496,black-2,moor-of-icirrus,whole-area,surf-spots,seismitoad,seismitoad,60,5,season/season-autumn,
117501,black-2,moor-of-icirrus,whole-area,surf-spots,seismitoad,seismitoad,60,5,season/season-spring,
117506,black-2,moor-of-icirrus,whole-area,surf-spots,seismitoad,seismitoad,60,5,season/season-summer,
117511,black-2,moor-of-icirrus,whole-area,surf-spots,stunfisk,stunfisk,60,5,season/season-autumn,
117516,black-2,moor-of-icirrus,whole-area,surf-spots,stunfisk,stunfisk,60,5,season/season-summer,
117521,black-2,moor-of-icirrus,whole-area,surf-spots,stunfisk,stunfisk,50-60,5,season/season-winter,
117526,black-2,moor-of-icirrus,whole-area,surf-spots,stunfisk,stunfisk,60,5,season/season-spring,
117531,black-2,nacrene-city,west-gate,gift-egg,happiny,happiny,1,,,
117536,black-2,nature-preserve,whole-area,walk,nuzleaf,nuzleaf,56-57,30,,
117541,black-2,nature-preserve,whole-area,walk,altaria,altaria,56,20,,
117546,black-2,nature-preserve,whole-area,walk,girafarig,girafarig,58-59,15,,
117551,black-2,nature-preserve,whole-area,walk,golduck,golduck,57,10,,
117556,black-2,nature-preserve,whole-area,walk,noctowl,noctowl,58,10,,
117561,black-2,nature-preserve,whole-area,walk,kecleon,kecleon,57-59,5,,
117566,black-2,nature-preserve,whole-area,walk,fraxure,fraxure,57-59,5,,
117571,black-2,nature-preserve,whole-area,grass-spots,audino,audino,56-59,65,,
117576,black-2,nature-preserve,whole-area,grass-spots,dunsparce,dunsparce,57,10,,
117581,black-2,nature-preserve,whole-area,grass-spots,shiftry,shiftry,59,5,,
117586,black-2,nature-preserve,whole-area,dark-grass,nuzleaf,nuzleaf,64-65,30,,
117591,black-2,nature-preserve,whole-area,dark-grass,altaria,altaria,64,20,,
117596,black-2,nature-preserve,whole-area,dark-grass,girafarig,girafarig,66-67,15,,
117601,black-2,nature-preserve,whole-area,dark-grass,golduck,golduck,65,10,,
117606,black-2,nature-preserve,whole-area,dark-grass,noctowl,noctowl,66,10,,
117611,black-2,nature-preserve,whole-area,dark-grass,kecleon,kecleon,65-67,5,,
117616,black-2,nature-preserve,whole-area,dark-grass,fraxure,fraxure,65-67,5,,
117621,black-2,nature-preserve,whole-area,super-rod,magikarp,magikarp,1-100,60,,
117626,black-2,nature-preserve,whole-area,super-rod,basculin,basculin-red-striped,40-60,40,,
117631,black-2,nature-preserve,whole-area,super-rod-spots,magikarp,magikarp,40-60,40,,
117636,black-2,nature-preserve,whole-area,super-rod-spots,basculin,basculin-blue-striped,40-60,40,,
117641,black-2,nature-preserve,whole-area,super-rod-spots,gyarados,gyarados,1-100,20,,
117646,black-2,nature-preserve,whole-area,surf,basculin,basculin-red-striped,45-60,70,,
117651,black-2,nature-preserve,whole-area,surf,buizel,buizel,45-60,30,,
117656,black-2,nature-preserve,whole-area,surf-spots,buizel,buizel,45-60,60,,
117661,black-2,nature-preserve,whole-area,surf-spots,basculin,basculin-blue-striped,45-60,35,,
117666,black-2,nature-preserve,whole-area,surf-spots,floatzel,floatzel,50-60,5,,
117671,black-2,p2-laboratory,whole-area,walk,watchog,watchog,56,20,,
117676,black-2,p2-laboratory,whole-area,walk,herdier,herdier,56,20,,
117681,black-2,p2-laboratory,whole-area,walk,magneton,magneton,57-59,15,,
117686,black-2,p2-laboratory,whole-area,walk,weezing,weezing,57-58,15,,
117691,black-2,p2-laboratory,whole-area,walk,scrafty,scrafty,57-58,15,,
117696,black-2,p2-laboratory,whole-area,walk,klang,klang,57-59,15,,
117701,black-2,p2-laboratory,whole-area,grass-spots,audino,audino,56-59,65,,
117706,black-2,p2-laboratory,whole-area,grass-spots,magnezone,magnezone,59,5,,
117711,black-2,p2-laboratory,whole-area,grass-spots,stoutland,stoutland,59,5,,
117716,black-2,p2-laboratory,whole-area,grass-spots,klinklang,klinklang,59,5,,
117721,black-2,p2-laboratory,whole-area,super-rod,horsea,horsea,35-55,55,,
117726,black-2,p2-laboratory,whole-area,super-rod,finneon,finneon,35-55,45,,
117731,black-2,p2-laboratory,whole-area,super-rod-spots,seadra,seadra,35-60,40,,
117736,black-2,p2-laboratory,whole-area,super-rod-spots,qwilfish,qwilfish,35-60,40,,
117741,black-2,p2-laboratory,whole-area,super-rod-spots,lumineon,lumineon,35-70,15,,
117746,black-2,p2-laboratory,whole-area,super-rod-spots,kingdra,kingdra,45-70,5,,
117751,black-2,p2-laboratory,whole-area,surf,frillish,frillish,45-60,100,,
117756,black-2,p2-laboratory,whole-area,surf-spots,alomomola,alomomola,45-60,95,,
117761,black-2,p2-laboratory,whole-area,surf-spots,jellicent,jellicent,50-60,5,,
117766,black-2,pinwheel-forest,inside,walk,cottonee,cottonee,54-57,35,,
117771,black-2,pinwheel-forest,inside,walk,swadloon,swadloon,54-56,25,,
117776,black-2,pinwheel-forest,inside,walk,vigoroth,vigoroth,55-57,15,,
117781,black-2,pinwheel-forest,inside,walk,whirlipede,whirlipede,55-57,15,,
117786,black-2,pinwheel-forest,inside,grass-spots,audino,audino,54-64,35,,
117791,black-2,pinwheel-forest,inside,grass-spots,pansage,pansage,55,10,,
117796,black-2,pinwheel-forest,inside,grass-spots,pansear,pansear,55,10,,
117801,black-2,pinwheel-forest,inside,grass-spots,panpour,panpour,55,10,,
117806,black-2,pinwheel-forest,inside,grass-spots,slaking,slaking,57,5,,
117811,black-2,pinwheel-forest,inside,grass-spots,scolipede,scolipede,57,5,,
117816,black-2,pinwheel-forest,inside,grass-spots,whimsicott,whimsicott,57,5,,
117821,black-2,pinwheel-forest,inside,dark-grass,cottonee,cottonee,62-65,35,,
117826,black-2,pinwheel-forest,inside,dark-grass,swadloon,swadloon,62-64,25,,
117831,black-2,pinwheel-forest,inside,dark-grass,vigoroth,vigoroth,63-65,15,,
117836,black-2,pinwheel-forest,inside,dark-grass,whirlipede,whirlipede,63-65,15,,
117841,black-2,pinwheel-forest,inside,super-rod,goldeen,goldeen,40-70,60,,
117846,black-2,pinwheel-forest,inside,super-rod,basculin,basculin-red-striped,40-60,40,,
117851,black-2,pinwheel-forest,inside,super-rod-spots,goldeen,goldeen,35-60,40,,
117856,black-2,pinwheel-forest,inside,super-rod-spots,basculin,basculin-blue-striped,35-60,40,,
117861,black-2,pinwheel-forest,inside,super-rod-spots,seaking,seaking,35-70,20,,
117866,black-2,pinwheel-forest,inside,surf,basculin,basculin-red-striped,45-60,70,,
117871,black-2,pinwheel-forest,inside,surf,marill,marill,45-60,30,,
117876,black-2,pinwheel-forest,inside,surf-spots,marill,marill,45-60,60,,
117881,black-2,pinwheel-forest,inside,surf-spots,basculin,basculin-blue-striped,45-60,35,,
117886,black-2,pinwheel-forest,inside,surf-spots,azumarill,azumarill,50-60,5,,
117891,black-2,pinwheel-forest,outside,walk,gurdurr,gurdurr,54-56,30,,
117896,black-2,pinwheel-forest,outside,walk,palpitoad,palpitoad,54-57,25,,
117901,black-2,pinwheel-forest,outside,walk,sawk,sawk,55-57,15,,
117906,black-2,pinwheel-forest,outside,walk,yanma,yanma,55,10,,
117911,black-2,pinwheel-forest,outside,walk,toxicroak,toxicroak,55,10,,
117916,black-2,pinwheel-forest,outside,grass-spots,audino,audino,54-57,65,,
117921,black-2,pinwheel-forest,outside,grass-spots,yanmega,yanmega,57,5,,
117926,black-2,pinwheel-forest,outside,grass-spots,seismitoad,seismitoad,57,5,,
117931,black-2,pinwheel-forest,outside,grass-spots,throh,throh,57,5,,
117936,black-2,pinwheel-forest,outside,dark-grass,gurdurr,gurdurr,63-64,40,,
117941,black-2,pinwheel-forest,outside,dark-grass,palpitoad,palpitoad,64-65,25,,
117946,black-2,pinwheel-forest,outside,dark-grass,sawk,sawk,63-65,15,,
117951,black-2,pinwheel-forest,outside,dark-grass,yanma,yanma,63,10,,
117956,black-2,pinwheel-forest,outside,dark-grass,toxicroak,toxicroak,63,10,,
117961,black-2,relic-castle,1f,walk,sandile,sandile,18-21,35,,
117966,black-2,relic-castle,1f,walk,yamask,yamask,18-21,35,,
117971,black-2,relic-castle,1f,walk,sandshrew,sandshrew,19-20,10,,
117976,black-2,relic-castle,b1f,walk,sandile,sandile,18-21,35,,
117981,black-2,relic-castle,b1f,walk,yamask,yamask,18-21,35,,
117986,black-2,relic-castle,b1f,walk,sandshrew,sandshrew,19-20,10,,
117991,black-2,relic-castle,maze,walk,yamask,yamask,27-30,35,,
